2021-04-30 23:59:55,2021-07-21 21:04:10,11.565999999999995
2021-05-01 00:04:55,2021-07-21 21:04:10,11.428458333333337
2021-05-01 00:14:55,2021-07-21 21:04:10,11.252083333333324
2021-05-01 00:24:55,2021-07-21 21:04:10,11.033541666666675
2021-05-01 00:34:55,2021-07-21 21:04:10,10.720125000000005
2021-05-01 00:44:55,2021-07-21 21:04:10,10.635291666666662
2021-05-01 00:54:55,2021-07-21 21:04:10,10.479250000000008
2021-05-01 01:04:55,2021-07-21 21:04:10,10.21370833333333
2021-05-01 01:14:55,2021-07-21 21:04:10,10.01754166666666
2021-05-01 01:24:55,2021-07-21 21:04:10,9.964666666666668
2021-05-01 01:34:55,2021-07-21 21:04:10,10.089541666666666
2021-05-01 01:44:55,2021-07-21 21:04:10,9.786874999999991
2021-05-01 01:54:55,2021-07-21 21:04:10,10.106208333333322
2021-05-01 02:04:55,2021-07-21 21:04:10,10.053750000000003
2021-05-01 02:14:55,2021-07-21 21:04:10,9.95166666666667
2021-05-01 02:24:55,2021-07-21 21:04:10,9.591833333333335
2021-05-01 02:34:55,2021-07-21 21:04:10,9.107749999999994
2021-05-01 02:44:55,2021-07-21 21:04:10,8.62333333333333
2021-05-01 02:54:55,2021-07-21 21:04:10,8.925916666666664
2021-05-01 03:04:55,2021-07-21 21:04:10,8.781208333333337
2021-05-01 03:14:55,2021-07-21 21:04:10,8.668083333333328
2021-05-01 03:24:55,2021-07-21 21:04:10,8.873666666666676
2021-05-01 03:34:55,2021-07-21 21:04:10,8.803125000000003
2021-05-01 03:44:55,2021-07-21 21:04:10,8.680083333333332
2021-05-01 03:54:55,2021-07-21 21:04:10,8.555583333333328
2021-05-01 04:04:55,2021-07-21 21:04:10,8.039458333333336
2021-05-01 04:14:55,2021-07-21 21:04:10,8.408583333333336
2021-05-01 04:24:55,2021-07-21 21:04:10,8.575625000000011
2021-05-01 04:34:55,2021-07-21 21:04:10,8.757333333333339
2021-05-01 04:44:55,2021-07-21 21:04:10,8.785875000000004
2021-05-01 04:54:55,2021-07-21 21:04:10,8.239208333333334
2021-05-01 05:04:55,2021-07-21 21:04:10,8.069791666666672
2021-05-01 05:14:55,2021-07-21 21:04:10,8.388000000000002
2021-05-01 05:24:55,2021-07-21 21:04:10,8.836625000000002
2021-05-01 05:34:55,2021-07-21 21:04:10,9.451291666666675
2021-05-01 05:44:55,2021-07-21 21:04:10,10.454666666666668
2021-05-01 05:54:55,2021-07-21 21:04:10,11.398666666666665
2021-05-01 06:04:55,2021-07-21 21:04:10,12.158083333333332
2021-05-01 06:14:55,2021-07-21 21:04:10,13.014124999999995
2021-05-01 06:24:55,2021-07-21 21:04:10,13.831041666666664
2021-05-01 06:34:55,2021-07-21 21:04:10,14.472833333333332
2021-05-01 06:44:55,2021-07-21 21:04:10,14.77183333333333
2021-05-01 06:54:55,2021-07-21 21:04:10,15.22954166666666
2021-05-01 07:04:55,2021-07-21 21:04:10,15.852125000000003
2021-05-01 07:14:55,2021-07-21 21:04:10,16.099249999999994
2021-05-01 07:24:55,2021-07-21 21:04:10,16.775583333333323
2021-05-01 07:34:55,2021-07-21 21:04:10,17.220041666666656
2021-05-01 07:44:55,2021-07-21 21:04:10,17.65670833333332
2021-05-01 07:54:55,2021-07-21 21:04:10,17.304791666666663
