2021-03-31 23:59:58,2021-04-01 00:00:01,nominal,21.345
2021-03-31 23:59:58,2021-04-01 00:00:06,nominal,21.345
2021-04-01 00:00:08,2021-04-01 00:00:11,nominal,21.34
2021-04-01 00:00:08,2021-04-01 00:00:16,nominal,21.34
2021-04-01 00:00:18,2021-04-01 00:00:21,nominal,21.36
2021-04-01 00:00:18,2021-04-01 00:00:26,nominal,21.36
2021-04-01 00:00:28,2021-04-01 00:00:31,nominal,21.345
2021-04-01 00:00:28,2021-04-01 00:00:36,nominal,21.345
2021-04-01 00:00:38,2021-04-01 00:00:41,nominal,21.33
2021-04-01 00:00:38,2021-04-01 00:00:46,nominal,21.33
2021-04-01 00:00:48,2021-04-01 00:00:51,nominal,21.36
2021-04-01 00:00:48,2021-04-01 00:00:56,nominal,21.36
2021-04-01 00:00:58,2021-04-01 00:01:01,nominal,21.335
2021-04-01 00:00:58,2021-04-01 00:01:06,nominal,21.335
2021-04-01 00:01:08,2021-04-01 00:01:11,nominal,21.34
2021-04-01 00:01:08,2021-04-01 00:01:16,nominal,21.34
2021-04-01 00:01:18,2021-04-01 00:01:21,nominal,21.315
2021-04-01 00:01:18,2021-04-01 00:01:26,nominal,21.315
2021-04-01 00:01:28,2021-04-01 00:01:31,nominal,21.33
2021-04-01 00:01:28,2021-04-01 00:01:36,nominal,21.33
2021-04-01 00:01:38,2021-04-01 00:01:41,nominal,21.33
2021-04-01 00:01:38,2021-04-01 00:01:46,nominal,21.33
2021-04-01 00:01:48,2021-04-01 00:01:51,nominal,21.27
2021-04-01 00:01:48,2021-04-01 00:01:56,nominal,21.27
2021-04-01 00:01:58,2021-04-01 00:02:01,nominal,21.29
2021-04-01 00:01:58,2021-04-01 00:02:06,nominal,21.29
2021-04-01 00:02:08,2021-04-01 00:02:11,nominal,21.275
2021-04-01 00:02:08,2021-04-01 00:02:16,nominal,21.275
2021-04-01 00:02:18,2021-04-01 00:02:21,nominal,21.27
2021-04-01 00:02:18,2021-04-01 00:02:26,nominal,21.27
2021-04-01 00:02:28,2021-04-01 00:02:31,nominal,21.245
2021-04-01 00:02:28,2021-04-01 00:02:36,nominal,21.245
2021-04-01 00:02:38,2021-04-01 00:02:41,nominal,21.25
2021-04-01 00:02:38,2021-04-01 00:02:46,nominal,21.25
2021-04-01 00:02:48,2021-04-01 00:02:51,nominal,21.255
2021-04-01 00:02:48,2021-04-01 00:02:56,nominal,21.255
2021-04-01 00:02:58,2021-04-01 00:03:01,nominal,21.235
2021-04-01 00:02:58,2021-04-01 00:03:06,nominal,21.235
2021-04-01 00:03:08,2021-04-01 00:03:11,nominal,21.195
2021-04-01 00:03:08,2021-04-01 00:03:16,nominal,21.195
2021-04-01 00:03:18,2021-04-01 00:03:21,nominal,21.18
2021-04-01 00:03:18,2021-04-01 00:03:26,nominal,21.18
2021-04-01 00:03:28,2021-04-01 00:03:31,nominal,21.19
2021-04-01 00:03:28,2021-04-01 00:03:36,nominal,21.19
2021-04-01 00:03:38,2021-04-01 00:03:41,nominal,21.165
2021-04-01 00:03:38,2021-04-01 00:03:46,nominal,21.165
2021-04-01 00:03:48,2021-04-01 00:03:51,nominal,21.16
