2021-02-28 23:59:55,2021-03-01 00:00:04,nominal,22.675
2021-03-01 00:00:05,2021-03-01 00:00:09,nominal,22.67
2021-03-01 00:00:05,2021-03-01 00:00:14,nominal,22.67
2021-03-01 00:00:16,2021-03-01 00:00:19,nominal,22.65
2021-03-01 00:00:16,2021-03-01 00:00:24,nominal,22.65
2021-03-01 00:00:25,2021-03-01 00:00:29,nominal,22.67
2021-03-01 00:00:25,2021-03-01 00:00:34,nominal,22.67
2021-03-01 00:00:35,2021-03-01 00:00:39,nominal,22.645
2021-03-01 00:00:35,2021-03-01 00:00:44,nominal,22.645
2021-03-01 00:00:45,2021-03-01 00:00:49,nominal,22.64
2021-03-01 00:00:45,2021-03-01 00:00:54,nominal,22.64
2021-03-01 00:00:55,2021-03-01 00:00:59,nominal,22.64
2021-03-01 00:00:55,2021-03-01 00:01:04,nominal,22.64
2021-03-01 00:01:05,2021-03-01 00:01:09,nominal,22.645
2021-03-01 00:01:05,2021-03-01 00:01:14,nominal,22.645
2021-03-01 00:01:15,2021-03-01 00:01:19,nominal,22.655
2021-03-01 00:01:15,2021-03-01 00:01:24,nominal,22.655
2021-03-01 00:01:25,2021-03-01 00:01:29,nominal,22.64
2021-03-01 00:01:25,2021-03-01 00:01:34,nominal,22.64
2021-03-01 00:01:35,2021-03-01 00:01:39,nominal,22.64
2021-03-01 00:01:35,2021-03-01 00:01:44,nominal,22.64
2021-03-01 00:01:45,2021-03-01 00:01:49,nominal,22.64
2021-03-01 00:01:45,2021-03-01 00:01:54,nominal,22.64
2021-03-01 00:01:55,2021-03-01 00:01:59,nominal,22.625
2021-03-01 00:01:55,2021-03-01 00:02:04,nominal,22.625
2021-03-01 00:02:05,2021-03-01 00:02:09,nominal,22.665
2021-03-01 00:02:05,2021-03-01 00:02:14,nominal,22.665
2021-03-01 00:02:15,2021-03-01 00:02:19,nominal,22.67
2021-03-01 00:02:15,2021-03-01 00:02:24,nominal,22.67
2021-03-01 00:02:25,2021-03-01 00:02:29,nominal,22.695
2021-03-01 00:02:25,2021-03-01 00:02:34,nominal,22.695
2021-03-01 00:02:35,2021-03-01 00:02:39,nominal,22.68
2021-03-01 00:02:35,2021-03-01 00:02:44,nominal,22.68
2021-03-01 00:02:45,2021-03-01 00:02:49,nominal,22.68
2021-03-01 00:02:45,2021-03-01 00:02:54,nominal,22.68
2021-03-01 00:02:55,2021-03-01 00:02:59,nominal,22.69
2021-03-01 00:02:55,2021-03-01 00:03:04,nominal,22.69
2021-03-01 00:03:05,2021-03-01 00:03:09,nominal,22.71
2021-03-01 00:03:05,2021-03-01 00:03:14,nominal,22.71
2021-03-01 00:03:15,2021-03-01 00:03:19,nominal,22.69
2021-03-01 00:03:15,2021-03-01 00:03:24,nominal,22.69
2021-03-01 00:03:25,2021-03-01 00:03:29,nominal,22.685
2021-03-01 00:03:25,2021-03-01 00:03:34,nominal,22.685
2021-03-01 00:03:35,2021-03-01 00:03:39,nominal,22.71
2021-03-01 00:03:35,2021-03-01 00:03:44,nominal,22.71
2021-03-01 00:03:45,2021-03-01 00:03:49,nominal,22.71
2021-03-01 00:03:45,2021-03-01 00:03:54,nominal,22.71
2021-03-01 00:03:55,2021-03-01 00:03:59,nominal,22.73
2021-03-01 00:03:55,2021-03-01 00:04:04,nominal,22.73
2021-03-01 00:04:05,2021-03-01 00:04:09,nominal,22.735
2021-03-01 00:04:05,2021-03-01 00:04:14,nominal,22.735
2021-03-01 00:04:15,2021-03-01 00:04:19,nominal,22.72
2021-03-01 00:04:15,2021-03-01 00:04:24,nominal,22.72
2021-03-01 00:04:25,2021-03-01 00:04:29,nominal,22.705
2021-03-01 00:04:25,2021-03-01 00:04:34,nominal,22.705
2021-03-01 00:04:35,2021-03-01 00:04:39,nominal,22.73
2021-03-01 00:04:35,2021-03-01 00:04:44,nominal,22.73
2021-03-01 00:04:45,2021-03-01 00:04:49,nominal,22.75
2021-03-01 00:04:45,2021-03-01 00:04:54,nominal,22.75
2021-03-01 00:04:55,2021-03-01 00:04:59,nominal,22.765
2021-03-01 00:04:55,2021-03-01 00:05:04,nominal,22.765
2021-03-01 00:05:05,2021-03-01 00:05:09,nominal,22.75
2021-03-01 00:05:05,2021-03-01 00:05:14,nominal,22.75
2021-03-01 00:05:15,2021-03-01 00:05:19,nominal,22.76
2021-03-01 00:05:15,2021-03-01 00:05:24,nominal,22.76
2021-03-01 00:05:25,2021-03-01 00:05:29,nominal,22.755
2021-03-01 00:05:25,2021-03-01 00:05:34,nominal,22.755
2021-03-01 00:05:35,2021-03-01 00:05:39,nominal,22.75
2021-03-01 00:05:35,2021-03-01 00:05:44,nominal,22.75
2021-03-01 00:05:45,2021-03-01 00:05:49,nominal,22.775
2021-03-01 00:05:45,2021-03-01 00:05:54,nominal,22.775
2021-03-01 00:05:55,2021-03-01 00:05:59,nominal,22.755
2021-03-01 00:05:55,2021-03-01 00:06:04,nominal,22.755
2021-03-01 00:06:05,2021-03-01 00:06:09,nominal,22.76
2021-03-01 00:06:05,2021-03-01 00:06:14,nominal,22.76
2021-03-01 00:06:15,2021-03-01 00:06:19,nominal,22.715
2021-03-01 00:06:15,2021-03-01 00:06:24,nominal,22.715
2021-03-01 00:06:25,2021-03-01 00:06:29,nominal,22.735
